moyr,site_num,latitude,longitude,tmpf
2014-01,ARR,41.77,-88.48,14.44518668012109
2014-01,BUU,42.6907,-88.3046,10.81613339342046
2014-01,C09,41.4253,-88.4186,16.27781365313653
2014-01,DPA,41.9078,-88.2486,16.61821025195482
2014-01,ENW,42.595,-87.9381,16.572037914691943
2014-01,GYY,41.6163,-87.4128,20.645409691629958
2014-01,IGQ,41.5349,-87.5295,16.51878597122302
2014-01,IKK,41.0714,-87.8463,16.887526978417267
2014-01,JOT,41.5177,-88.1756,15.918352835283528
2014-01,LOT,41.6081,-88.0962,15.942239488117002
2014-01,MDW,41.786,-87.7524,18.69966535433071
2014-01,MGC,41.7033,-86.8212,18.297775760326825
2014-01,MKE,42.9472,-87.8967,16.196106719367588
2014-01,MWC,43.1104,-88.0344,12.371367215461703
2014-01,ORD,41.9875,-87.9319,18.08419503219871
2014-01,PPO,41.5725,-86.7345,15.60774193548387
2014-01,PWK,42.1208,-87.9047,17.869578256794753
2014-01,RAC,42.7611,-87.8136,16.471749347258484
2014-01,RZL,40.9479,-87.1826,18.662591240875912
2014-01,UES,43.041,-88.2371,11.092633228840125
2014-01,UGN,42.4222,-87.8679,15.943104631217839
2014-01,VPZ,41.454,-87.0071,15.548311688311689
2014-02,ARR,41.77,-88.48,15.019532814238042
2014-02,BUU,42.6907,-88.3046,11.964231738035265
2014-02,C09,41.4253,-88.4186,15.663716814159292
2014-02,DPA,41.9078,-88.2486,17.372026431718062
2014-02,ENW,42.595,-87.9381,17.12268558951965
2014-02,GYY,41.6163,-87.4128,19.761431095406362
2014-02,IGQ,41.5349,-87.5295,17.31113987058238
2014-02,IKK,41.0714,-87.8463,15.80800195407914
2014-02,JOT,41.5177,-88.1756,15.740541353383458
2014-02,LOT,41.6081,-88.0962,15.436316371681416
2014-02,MDW,41.786,-87.7524,20.161441860465118
2014-02,MGC,41.7033,-86.8212,19.924545454545456
2014-02,MKE,42.9472,-87.8967,17.71386046511628
2014-02,MWC,43.1104,-88.0344,14.03323076923077
2014-02,ORD,41.9875,-87.9319,19.687114093959732
2014-02,PPO,41.5725,-86.7345,16.477583624563156
2014-02,PWK,42.1208,-87.9047,19.204047904191615
2014-02,RAC,42.7611,-87.8136,17.710593220338982
2014-02,RZL,40.9479,-87.1826,18.115057528764382
2014-02,UES,43.041,-88.2371,12.830068337129841
2014-02,UGN,42.4222,-87.8679,17.332757111597374
2014-02,VPZ,41.454,-87.0071,17.75883417085427
2014-03,ARR,41.77,-88.48,28.948858638743456
2014-03,BUU,42.6907,-88.3046,26.117758775877586
2014-03,C09,41.4253,-88.4186,31.653815080789947
2014-03,DPA,41.9078,-88.2486,29.308085561497325
2014-03,ENW,42.595,-87.9381,28.636706915477497
2014-03,GYY,41.6163,-87.4128,32.38907467532468
2014-03,IGQ,41.5349,-87.5295,30.716648648648647
2014-03,IKK,41.0714,-87.8463,31.649753694581282
2014-03,JOT,41.5177,-88.1756,30.853149819494586
2014-03,LOT,41.6081,-88.0962,30.71266129032258
2014-03,MDW,41.786,-87.7524,31.389556541019957
2014-03,MGC,41.7033,-86.8212,30.558204895738893
2014-03,MKE,42.9472,-87.8967,28.576375838926175
2014-03,MWC,43.1104,-88.0344,26.73816075307748
2014-03,ORD,41.9875,-87.9319,30.36875
2014-03,PPO,41.5725,-86.7345,28.829685251798562
2014-03,PWK,42.1208,-87.9047,30.009318681318682
2014-03,RAC,42.7611,-87.8136,27.6280412371134
2014-03,RZL,40.9479,-87.1826,32.08181818181818
2014-03,UES,43.041,-88.2371,24.492682926829268
2014-03,UGN,42.4222,-87.8679,27.79340380549683
2014-03,VPZ,41.454,-87.0071,28.453664596273292
2014-04,ARR,41.77,-88.48,48.330366863905326
2014-04,BUU,42.6907,-88.3046,43.15253842571029
2014-04,C09,41.4253,-88.4186,49.02731891891892
2014-04,DPA,41.9078,-88.2486,47.95547169811321
2014-04,ENW,42.595,-87.9381,44.18889395667047
2014-04,GYY,41.6163,-87.4128,49.12357682619648
2014-04,IGQ,41.5349,-87.5295,48.29368715083799
2014-04,IKK,41.0714,-87.8463,51.49021803766105
2014-04,JOT,41.5177,-88.1756,49.435692158760894
2014-04,LOT,41.6081,-88.0962,49.054588665447895
2014-04,MDW,41.786,-87.7524,49.53574365175333
2014-04,MGC,41.7033,-86.8212,47.05538461538462
2014-04,MKE,42.9472,-87.8967,43.387093023255815
2014-04,MWC,43.1104,-88.0344,41.68617265087853
2014-04,ORD,41.9875,-87.9319,48.081493212669685
2014-04,OXI,41.3302,-86.6648,55.50902857142857
2014-04,PPO,41.5725,-86.7345,47.07696378830084
2014-04,PWK,42.1208,-87.9047,47.08758293838863
2014-04,RAC,42.7611,-87.8136,42.973973214285714
2014-04,RZL,40.9479,-87.1826,49.63582366589327
2014-04,UES,43.041,-88.2371,40.52403846153846
2014-04,UGN,42.4222,-87.8679,43.14434782608696
2014-04,VPZ,41.454,-87.0071,46.591875
2014-05,ARR,41.77,-88.48,61.00471760797342
2014-05,BUU,42.6907,-88.3046,57.070692124105015
2014-05,C09,41.4253,-88.4186,63.32831521739131
2014-05,DPA,41.9078,-88.2486,59.6391592920354
2014-05,ENW,42.595,-87.9381,57.45236902050114
2014-05,GYY,41.6163,-87.4128,59.81935643564356
2014-05,IGQ,41.5349,-87.5295,59.94097165991903
2014-05,IKK,41.0714,-87.8463,61.811261568436436
2014-05,JOT,41.5177,-88.1756,61.38575441776167
2014-05,LOT,41.6081,-88.0962,60.929927862939586
2014-05,MDW,41.786,-87.7524,62.89851590106007
2014-05,MGC,41.7033,-86.8212,58.321059721598566
2014-05,MKE,42.9472,-87.8967,56.03844727694091
2014-05,MWC,43.1104,-88.0344,53.78502202643172
2014-05,ORD,41.9875,-87.9319,60.531451612903226
2014-05,OXI,41.3302,-86.6648,61.084865350089764
2014-05,PPO,41.5725,-86.7345,59.233854447439356
2014-05,PWK,42.1208,-87.9047,60.06418655097614
2014-05,RAC,42.7611,-87.8136,55.53917721518987
2014-05,RZL,40.9479,-87.1826,62.17980813156692
2014-05,UES,43.041,-88.2371,52.876635514018695
2014-05,UGN,42.4222,-87.8679,56.29940724478595
2014-05,VPZ,41.454,-87.0071,59.5228078250863
2014-06,ARR,41.77,-88.48,70.16129363449691
2014-06,BUU,42.6907,-88.3046,66.3249814471243
2014-06,C09,41.4253,-88.4186,72.84231421446384
2014-06,DPA,41.9078,-88.2486,70.03151003167899
2014-06,ENW,42.595,-87.9381,65.2985628742515
2014-06,GYY,41.6163,-87.4128,68.58606418918919
2014-06,IGQ,41.5349,-87.5295,69.52490883590463
2014-06,IKK,41.0714,-87.8463,71.55740139211137
2014-06,JOT,41.5177,-88.1756,71.12935216755967
2014-06,LOT,41.6081,-88.0962,70.62165197215778
2014-06,MDW,41.786,-87.7524,72.0121158129176
2014-06,MGC,41.7033,-86.8212,67.9430325932924
2014-06,MKE,42.9472,-87.8967,63.84993788819876
2014-06,MWC,43.1104,-88.0344,63.620874904067534
2014-06,ORD,41.9875,-87.9319,69.88301639344262
2014-06,OXI,41.3302,-86.6648,70.66389925373134
2014-06,PPO,41.5725,-86.7345,68.79893408134642
2014-06,PWK,42.1208,-87.9047,68.88396761133603
2014-06,RAC,42.7611,-87.8136,63.11850236966825
2014-06,RZL,40.9479,-87.1826,71.21327146171694
2014-06,UES,43.041,-88.2371,62.89928400954654
2014-06,UGN,42.4222,-87.8679,63.66436884512086
2014-06,VPZ,41.454,-87.0071,68.73583417593528
2014-07,ARR,41.77,-88.48,68.87233853006681
2014-07,BUU,42.6907,-88.3046,65.05602012808784
2014-07,C09,41.4253,-88.4186,69.7215342214056
2014-07,DPA,41.9078,-88.2486,69.83182432432433
2014-07,ENW,42.595,-87.9381,67.02474576271186
2014-07,GYY,41.6163,-87.4128,68.45097418817652
2014-07,IGQ,41.5349,-87.5295,69.13405099150141
2014-07,IKK,41.0714,-87.8463,69.02884210526315
2014-07,JOT,41.5177,-88.1756,69.6156793086894
2014-07,LOT,41.6081,-88.0962,69.00869009584665
2014-07,MDW,41.786,-87.7524,72.5696
2014-07,MGC,41.7033,-86.8212,66.5365034965035
2014-07,MKE,42.9472,-87.8967,68.16041112454656
2014-07,MWC,43.1104,-88.0344,64.7420814479638
2014-07,ORD,41.9875,-87.9319,70.53293413173652
2014-07,OXI,41.3302,-86.6648,67.1767843866171
2014-07,PPO,41.5725,-86.7345,66.3882096069869
2014-07,PWK,42.1208,-87.9047,71.06816229116946
2014-07,RAC,42.7611,-87.8136,67.50568102444703
2014-07,RZL,40.9479,-87.1826,67.82556529764652
2014-07,UES,43.041,-88.2371,62.95217391304348
2014-07,UGN,42.4222,-87.8679,66.90389908256881
2014-07,VPZ,41.454,-87.0071,67.88219679633868
2014-08,ARR,41.77,-88.48,71.46979472140762
2014-08,BUU,42.6907,-88.3046,66.92480325644505
2014-08,C09,41.4253,-88.4186,72.14730158730158
2014-08,DPA,41.9078,-88.2486,72.37045871559633
2014-08,ENW,42.595,-87.9381,69.09274490785646
2014-08,GYY,41.6163,-87.4128,69.76139954853274
2014-08,IGQ,41.5349,-87.5295,70.86622135543637
2014-08,IKK,41.0714,-87.8463,71.10353413654619
2014-08,JOT,41.5177,-88.1756,71.50763372620126
2014-08,LOT,41.6081,-88.0962,71.13654891304348
2014-08,MDW,41.786,-87.7524,74.90773090079817
2014-08,MGC,41.7033,-86.8212,68.82863615768011
2014-08,MKE,42.9472,-87.8967,69.56682713347921
2014-08,MWC,43.1104,-88.0344,66.37973174366617
2014-08,ORD,41.9875,-87.9319,73.09878787878787
2014-08,OXI,41.3302,-86.6648,69.42244897959183
2014-08,PPO,41.5725,-86.7345,69.12205761316872
2014-08,PWK,42.1208,-87.9047,73.03102803738318
2014-08,RAC,42.7611,-87.8136,69.90959830866808
2014-08,RZL,40.9479,-87.1826,69.9693831607384
2014-08,UES,43.041,-88.2371,64.745566692367
2014-08,UGN,42.4222,-87.8679,69.5221325648415
2014-08,VPZ,41.454,-87.0071,69.69336492890996
2014-09,ARR,41.77,-88.48,61.122903981264635
2014-09,BUU,42.6907,-88.3046,57.73791666666666
2014-09,C09,41.4253,-88.4186,62.99130434782609
2014-09,DPA,41.9078,-88.2486,62.16501750291715
2014-09,ENW,42.595,-87.9381,59.16012048192771
2014-09,IGQ,41.5349,-87.5295,61.414321990858305
2014-09,IKK,41.0714,-87.8463,62.351468272348306
2014-09,JOT,41.5177,-88.1756,62.02031627906977
2014-09,LOT,41.6081,-88.0962,62.21725
2014-09,MDW,41.786,-87.7524,65.9057
2014-09,MGC,41.7033,-86.8212,60.774848625989755
2014-09,MKE,42.9472,-87.8967,61.648787515006
2014-09,MWC,43.1104,-88.0344,57.76712328767123
2014-09,ORD,41.9875,-87.9319,63.280095351609056
2014-09,OXI,41.3302,-86.6648,60.98658227848101
2014-09,PPO,41.5725,-86.7345,60.84661689220719
2014-09,PWK,42.1208,-87.9047,63.37016029593095
2014-09,RAC,42.7611,-87.8136,61.121255605381165
2014-09,RZL,40.9479,-87.1826,62.142401500938085
2014-09,UES,43.041,-88.2371,56.077680698967434
2014-09,UGN,42.4222,-87.8679,60.18415233415234
2014-09,VPZ,41.454,-87.0071,60.876866028708136
2014-10,ARR,41.77,-88.48,51.9522
2014-10,BUU,42.6907,-88.3046,47.735249214189494
2014-10,C09,41.4253,-88.4186,52.33522911051213
2014-10,DPA,41.9078,-88.2486,52.56217821782178
2014-10,ENW,42.595,-87.9381,51.322906574394466
2014-10,IGQ,41.5349,-87.5295,52.088226313426134
2014-10,IKK,41.0714,-87.8463,52.226337638376386
2014-10,JOT,41.5177,-88.1756,51.893920071845535
2014-10,LOT,41.6081,-88.0962,52.04131956912029
2014-10,MDW,41.786,-87.7524,55.47415420023015
2014-10,MGC,41.7033,-86.8212,51.386792452830186
2014-10,MKE,42.9472,-87.8967,51.637399309551206
2014-10,MWC,43.1104,-88.0344,47.83132530120482
2014-10,ORD,41.9875,-87.9319,53.04509933774835
2014-10,OXI,41.3302,-86.6648,51.709029649595685
2014-10,PPO,41.5725,-86.7345,52.78971140632157
2014-10,PWK,42.1208,-87.9047,53.98522033898305
2014-10,RAC,42.7611,-87.8136,51.88058577405858
2014-10,RZL,40.9479,-87.1826,52.427642276422766
2014-10,UES,43.041,-88.2371,46.336915887850466
2014-10,UGN,42.4222,-87.8679,50.44543778801843
2014-10,VPZ,41.454,-87.0071,52.66282208588957
2014-11,ARR,41.77,-88.48,33.90595059076262
2014-11,BUU,42.6907,-88.3046,29.60352278064819
2014-11,C09,41.4253,-88.4186,34.12241851676901
2014-11,DPA,41.9078,-88.2486,33.378302502720345
2014-11,ENW,42.595,-87.9381,32.68206533192834
2014-11,IGQ,41.5349,-87.5295,34.78936589948333
2014-11,IKK,41.0714,-87.8463,36.09717976318622
2014-11,JOT,41.5177,-88.1756,33.94362781954887
2014-11,LOT,41.6081,-88.0962,33.999294781382225
2014-11,MDW,41.786,-87.7524,36.62145631067961
2014-11,MGC,41.7033,-86.8212,35.59238721804511
2014-11,MKE,42.9472,-87.8967,33.098668122270745
2014-11,MWC,43.1104,-88.0344,30.90046511627907
2014-11,ORD,41.9875,-87.9319,33.95408637873754
2014-11,OXI,41.3302,-86.6648,34.48274694261524
2014-11,PPO,41.5725,-86.7345,35.618942815953865
2014-11,PWK,42.1208,-87.9047,34.58904918032787
2014-11,RAC,42.7611,-87.8136,33.09004210526316
2014-11,RZL,40.9479,-87.1826,35.47994363550963
2014-11,UES,43.041,-88.2371,28.7024
2014-11,UGN,42.4222,-87.8679,32.97128526645768
2014-11,VPZ,41.454,-87.0071,34.3626695371367
2014-12,ARR,41.77,-88.48,33.15997975708502
2014-12,BUU,42.6907,-88.3046,28.429084380610412
2014-12,C09,41.4253,-88.4186,31.949448183041724
2014-12,DPA,41.9078,-88.2486,32.93337386018237
2014-12,ENW,42.595,-87.9381,32.98748186528498
2014-12,IGQ,41.5349,-87.5295,33.058367713004486
2014-12,IKK,41.0714,-87.8463,32.83284304932735
2014-12,JOT,41.5177,-88.1756,31.991556156968876
2014-12,LOT,41.6081,-88.0962,32.082896860986544
2014-12,MDW,41.786,-87.7524,35.53119453924915
2014-12,MGC,41.7033,-86.8212,33.48183041722746
2014-12,MKE,42.9472,-87.8967,33.02647120418848
2014-12,MWC,43.1104,-88.0344,29.623573017049665
2014-12,ORD,41.9875,-87.9319,33.26581896551724
2014-12,OXI,41.3302,-86.6648,32.6277399103139
2014-12,PPO,41.5725,-86.7345,34.307324581258484
2014-12,PWK,42.1208,-87.9047,33.35355389541088
2014-12,RAC,42.7611,-87.8136,33.78541015625
2014-12,RZL,40.9479,-87.1826,33.384803256445046
2014-12,UES,43.041,-88.2371,27.635068912710565
2014-12,UGN,42.4222,-87.8679,32.63944954128441
2014-12,VPZ,41.454,-87.0071,33.66420465116279
2015-01,ARR,41.77,-88.48,22.678667917448404
2015-01,BUU,42.6907,-88.3046,19.096569113012155
2015-01,C09,41.4253,-88.4186,22.856130198915007
2015-01,DPA,41.9078,-88.2486,22.09
2015-01,ENW,42.595,-87.9381,22.426750483558994
2015-01,IGQ,41.5349,-87.5295,23.198696043165466
2015-01,IKK,41.0714,-87.8463,23.22953237410072
2015-01,JOT,41.5177,-88.1756,22.513336330935253
2015-01,LOT,41.6081,-88.0962,22.817410071942447
2015-01,MDW,41.786,-87.7524,25.555619047619047
2015-01,MGC,41.7033,-86.8212,23.75755395683453
2015-01,MKE,42.9472,-87.8967,22.843095723014258
2015-01,MWC,43.1104,-88.0344,21.153194650817237
2015-01,ORD,41.9875,-87.9319,23.025432835820894
2015-01,OXI,41.3302,-86.6648,22.29918165467626
2015-01,PPO,41.5725,-86.7345,23.961783783783783
2015-01,PWK,42.1208,-87.9047,23.22385068762279
2015-01,RAC,42.7611,-87.8136,23.197490566037736
2015-01,RZL,40.9479,-87.1826,24.302991256327658
2015-01,UES,43.041,-88.2371,19.00355486862442
2015-01,UGN,42.4222,-87.8679,22.02368989205103
2015-01,VPZ,41.454,-87.0071,22.1663074204947
2015-02,ARR,41.77,-88.48,15.849419642857143
2015-02,BUU,42.6907,-88.3046,11.28752119700748
2015-02,C09,41.4253,-88.4186,14.844436724565757
2015-02,DPA,41.9078,-88.2486,16.626772727272726
2015-02,ENW,42.595,-87.9381,14.941475595913735
2015-02,IGQ,41.5349,-87.5295,16.914213399503723
2015-02,IKK,41.0714,-87.8463,17.46582630272953
2015-02,JOT,41.5177,-88.1756,15.647678571428571
2015-02,LOT,41.6081,-88.0962,15.739078295341923
2015-02,MDW,41.786,-87.7524,19.48924369747899
2015-02,MGC,41.7033,-86.8212,18.460714285714285
2015-02,MKE,42.9472,-87.8967,16.010710900473935
2015-02,MWC,43.1104,-88.0344,13.524444444444445
2015-02,ORD,41.9875,-87.9319,16.896143497757848
2015-02,OXI,41.3302,-86.6648,16.97613127797116
2015-02,PPO,41.5725,-86.7345,17.91732142857143
2015-02,PWK,42.1208,-87.9047,17.406529284164858
2015-02,RAC,42.7611,-87.8136,16.021431718061674
2015-02,RZL,40.9479,-87.1826,18.955879396984926
2015-02,UES,43.041,-88.2371,11.371816638370118
2015-02,UGN,42.4222,-87.8679,15.568744394618834
2015-02,VPZ,41.454,-87.0071,16.393935599284436
2015-03,ARR,41.77,-88.48,34.01647577092511
2015-03,BUU,42.6907,-88.3046,31.36007203962179
2015-03,C09,41.4253,-88.4186,35.00356275303644
2015-03,DPA,41.9078,-88.2486,34.20932038834952
2015-03,ENW,42.595,-87.9381,33.19255172413793
2015-03,IGQ,41.5349,-87.5295,35.08619946091644
2015-03,IKK,41.0714,-87.8463,35.45068825910931
2015-03,JOT,41.5177,-88.1756,36.2792972972973
2015-03,LOT,41.6081,-88.0962,35.18650179856115
2015-03,MDW,41.786,-87.7524,37.68966473988439
2015-03,MGC,41.7033,-86.8212,34.60099592575826
2015-03,MKE,42.9472,-87.8967,34.298062283737025
2015-03,MWC,43.1104,-88.0344,32.33830703012912
2015-03,ORD,41.9875,-87.9319,34.88845901639344
2015-03,OXI,41.3302,-86.6648,34.05054054054054
2015-03,PPO,41.5725,-86.7345,35.41935135135135
2015-03,PWK,42.1208,-87.9047,34.73315789473684
2015-03,RAC,42.7611,-87.8136,33.635237020316026
2015-03,RZL,40.9479,-87.1826,35.56997294860234
2015-03,UES,43.041,-88.2371,30.629641185647426
2015-03,UGN,42.4222,-87.8679,33.0608813559322
2015-03,VPZ,41.454,-87.0071,33.247155599603566
2015-04,ARR,41.77,-88.48,50.655895765472316
2015-04,BUU,42.6907,-88.3046,45.05809082483781
2015-04,C09,41.4253,-88.4186,51.328
2015-04,DPA,41.9078,-88.2486,49.685155350978135
2015-04,ENW,42.595,-87.9381,46.05581947743468
2015-04,IGQ,41.5349,-87.5295,49.47993512511585
2015-04,IKK,41.0714,-87.8463,51.390347705146034
2015-04,JOT,41.5177,-88.1756,52.34935498839907
2015-04,LOT,41.6081,-88.0962,50.55518776077886
2015-04,MDW,41.786,-87.7524,52.205873786407764
2015-04,MGC,41.7033,-86.8212,48.19833178869323
2015-04,MKE,42.9472,-87.8967,44.825428571428574
2015-04,MWC,43.1104,-88.0344,43.08989751098097
2015-04,ORD,41.9875,-87.9319,49.307546728971964
2015-04,OXI,41.3302,-86.6648,49.21260426320667
2015-04,PPO,41.5725,-86.7345,47.92108222066058
2015-04,PWK,42.1208,-87.9047,48.52618672665917
2015-04,RAC,42.7611,-87.8136,44.44795530726257
2015-04,RZL,40.9479,-87.1826,52.18108108108108
2015-04,UES,43.041,-88.2371,42.536724960254375
2015-04,UGN,42.4222,-87.8679,45.44382289416847
2015-04,VPZ,41.454,-87.0071,49.69621125143513
2015-05,ARR,41.77,-88.48,62.169155080213905
2015-05,BUU,42.6907,-88.3046,56.80675930076199
2015-05,C09,41.4253,-88.4186,62.94024193548387
2015-05,DPA,41.9078,-88.2486,60.79963855421687
2015-05,ENW,42.595,-87.9381,58.11504885993485
2015-05,IGQ,41.5349,-87.5295,60.60733870967742
2015-05,IKK,41.0714,-87.8463,63.31056874160323
2015-05,JOT,41.5177,-88.1756,63.70189077558513
2015-05,LOT,41.6081,-88.0962,61.59996417375728
2015-05,MDW,41.786,-87.7524,62.864815668202766
2015-05,MGC,41.7033,-86.8212,60.43159784560144
2015-05,MKE,42.9472,-87.8967,56.70363043478261
2015-05,MWC,43.1104,-88.0344,54.88498583569405
2015-05,ORD,41.9875,-87.9319,59.914497907949794
2015-05,OXI,41.3302,-86.6648,62.296229802513466
2015-05,PPO,41.5725,-86.7345,63.79064066852368
2015-05,PWK,42.1208,-87.9047,59.28442190669371
2015-05,RAC,42.7611,-87.8136,56.22306900102986
2015-05,RZL,40.9479,-87.1826,63.44768683274021
2015-05,UES,43.041,-88.2371,54.15150115473441
2015-05,UGN,42.4222,-87.8679,56.625846153846155
2015-05,VPZ,41.454,-87.0071,61.9661919504644
2015-06,ARR,41.77,-88.48,69.08734693877551
2015-06,BUU,42.6907,-88.3046,63.69543099387659
2015-06,C09,41.4253,-88.4186,69.44805843543827
2015-06,DPA,41.9078,-88.2486,68.0678886756238
2015-06,ENW,42.595,-87.9381,65.23826280623608
2015-06,IGQ,41.5349,-87.5295,66.95052284503062
2015-06,IKK,41.0714,-87.8463,69.2994343240652
2015-06,JOT,41.5177,-88.1756,69.86648496240602
2015-06,LOT,41.6081,-88.0962,68.1338808071328
2015-06,MDW,41.786,-87.7524,69.81159388646289
2015-06,MGC,41.7033,-86.8212,65.56610169491526
2015-06,MKE,42.9472,-87.8967,63.48507109004739
2015-06,MWC,43.1104,-88.0344,61.78317054845981
2015-06,ORD,41.9875,-87.9319,67.20571725571726
2015-06,OXI,41.3302,-86.6648,67.580028395646
2015-06,PPO,41.5725,-86.7345,69.60154792414147
2015-06,PWK,42.1208,-87.9047,66.82359756097561
2015-06,RAC,42.7611,-87.8136,63.202777777777776
2015-06,RZL,40.9479,-87.1826,69.39905615856536
2015-06,UES,43.041,-88.2371,62.72053973013493
2015-06,UGN,42.4222,-87.8679,63.5259509202454
2015-06,VPZ,41.454,-87.0071,68.16838150289017
2015-07,ARR,41.77,-88.48,71.74534653465346
2015-07,BUU,42.6907,-88.3046,67.73116236162362
2015-07,C09,41.4253,-88.4186,72.33798350137488
2015-07,DPA,41.9078,-88.2486,71.65707792207792
2015-07,ENW,42.595,-87.9381,69.04911363636364
2015-07,IGQ,41.5349,-87.5295,71.73677685950413
2015-07,IKK,41.0714,-87.8463,72.53428571428572
2015-07,JOT,41.5177,-88.1756,73.40458598726114
2015-07,LOT,41.6081,-88.0962,71.90924750679963
2015-07,MDW,41.786,-87.7524,74.74259833134684
2015-07,MGC,41.7033,-86.8212,69.33799448022079
2015-07,MKE,42.9472,-87.8967,70.56073324905184
2015-07,MWC,43.1104,-88.0344,67.14031791907514
2015-07,ORD,41.9875,-87.9319,71.80077714285714
2015-07,OXI,41.3302,-86.6648,70.01775528978841
2015-07,PPO,41.5725,-86.7345,72.5365434669443
2015-07,PWK,42.1208,-87.9047,71.21431483578709
2015-07,RAC,42.7611,-87.8136,69.52753864447087
2015-07,RZL,40.9479,-87.1826,71.38813942960616
2015-07,UES,43.041,-88.2371,65.5334375
2015-07,UGN,42.4222,-87.8679,68.21794930875576
2015-07,VPZ,41.454,-87.0071,70.22313846153847
2015-08,ARR,41.77,-88.48,69.13892857142856
2015-08,BUU,42.6907,-88.3046,66.16085547050878
2015-08,C09,41.4253,-88.4186,69.94200720072007
2015-08,DPA,41.9078,-88.2486,69.8182302771855
2015-08,ENW,42.595,-87.9381,67.91587939698492
2015-08,IGQ,41.5349,-87.5295,70.60811989100817
2015-08,IKK,41.0714,-87.8463,70.59427539503386
2015-08,JOT,41.5177,-88.1756,71.91923457901846
2015-08,LOT,41.6081,-88.0962,70.07756855575869
2015-08,MDW,41.786,-87.7524,74.04354368932039
2015-08,MGC,41.7033,-86.8212,68.78877320054323
2015-08,MKE,42.9472,-87.8967,69.3929292929293
2015-08,MWC,43.1104,-88.0344,66.22418670438472
2015-08,ORD,41.9875,-87.9319,71.40257378984651
2015-08,OXI,41.3302,-86.6648,68.0291891891892
2015-08,PPO,41.5725,-86.7345,71.28942857142857
2015-08,PWK,42.1208,-87.9047,71.04702517162471
2015-08,RAC,42.7611,-87.8136,68.84676318510859
2015-08,RZL,40.9479,-87.1826,69.63769823289533
2015-08,UES,43.041,-88.2371,64.40140296180826
2015-08,UGN,42.4222,-87.8679,67.8987044534413
